Quantity,Brand,Part Number,Subcategory,Application,Engine,Description,Jobber,Public Price,Last Purchase,Last Sale,Category,Dealer,Type
,Mishimoto,MMHOSE-FOST-13,Cooling,Ford Focus ST 2.0L Black Silicone Radiator Hose Kit,2.0L,Mishimoto 13-16 Ford Focus ST 2.0L Black Silicone Radiator Hose Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMHOSE-MS3-07TIHBK,Turbo/SC,Mazdaspeed3 07-09,2.3T,Mishimoto 07-13 Mazda 3 Mazdaspeed 2.3L Black Silicone Hose Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMICP-FOST-13HWBK,Turbo/SC,Focus ST 2.0T 13-16,2.0T,Mishimoto 2013+ Ford Focus ST Hot Side Intercooler Pipe Kit - Wrinkle Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMICP-FOST-13K,Cooling,Mishimoto 2013+ Ford Focus ST Intercooler Pipe Kit - Polished,2.0L,Mishimoto 2013+ Ford Focus ST Intercooler Pipe Kit - Polished,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMICP-RS-16HWBK,Turbo/SC,Ford Focus ST 2.0T 13-18,2.0T,Mishimoto 2016+ Ford Focus RS Hot Side Intercooler Pipe - Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-E90-07,Turbo/SC,BMW 135i E9X 07-13,3.0T,Mishimoto BMW 335i/335xi/135i Performance Intercooler,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-F30-12BK,Turbo/SC,BMW F20/F30 335i 6L 3.0T 12-16,3.0T,Mishimoto 2012-2016 BMW F22/F30 Intercooler (I/C ONLY) - Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-F30-12SL,Turbo/SC,BMW F22 6L 3.0T 12-16,3.0T,Mishimoto 2012-2016 BMW F22/F30 Intercooler (I/C ONLY) - Silver,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-FIST-14,Cooling,Ford Fiesta ST 14-16,1.6T,Mishimoto 14-16 Ford Fiesta ST 1.6L Performance Intercooler (Black),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-FOST-13,Cooling,Mishimoto 2013+ Ford Focus ST Intercooler (I/C ONLY) - Silver,2.0L,Mishimoto 2013+ Ford Focus ST Intercooler (I/C ONLY) - Silver,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-FOST-13KBBK,Turbo/SC,Ford Focus ST 2.0T +13,2.0T,Mishimoto 2013+ Ford Focus ST Black Intercooler w/ Black Pipes,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-MK6-06,Turbo/SC,"Audi/Seat/Volkswagen Golf MK5/MK6 GTI, R",1.8T/2.0T,Mishimoto Volkswagen MK5/MK6 GTI / Volkswagen MK 6 Golf R Engine Intercooler,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-MK7-15KWBK,Turbo/SC,Audi S3 / Seat Cupra / Volkswagen Golf R,2.0T,Mishimoto 2015+ VW MK7 Golf TSI / GTI / R Performance Intercooler Kit w/ Pipes (Black),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-RS-16KBK,Cooling,Ford Focus RS 2.3 16-18,2.3T,Mishimoto 2016+ Ford Focus RS Performance Intercooler Kit - Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-STI-15BK,Turbo/SC,Subaru Impreza WRX STi +15,2.5T,Mishimoto 2015-2016 Subaru WRX STI Front-Mount Intercooler Kit - Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-STI-15SL,Cooling,Subaru WRX/STi +08 2.4,2.5T,Mishimoto 2015-2016 Subaru WRX STI Front-Mount Intercooler Kit - Silver,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMINT-WRX-15,Cooling,Subaru WRX DIT +15,2.0T,Mishimoto 15+ Subaru WRX Front-Mount Intercooler Kit - Silver Core,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMOC-350Z-03,Cooling,Nissan 350Z 03-09,3.5L,Mishimoto 03-09 Nissan 350Z / 03-07 Infiniti G35 (Coupe Only) Oil Cooler Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMOC-370Z-09,Cooling,Nissan 370Z +09,3.7L,Mishimoto 09+ Nissan 370Z / 08+ Infiniti G37 (Coupe Only) Oil Cooler Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMOC-370Z-09T,Cooling,Nissan 370Z +09,3.7L,Mishimoto 09-12 Nissan 370Z / 08-12 Infiniti G37 (Coupe Only) Thermostatic Oil Cooler Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMOC-MUS8-18T,Cooling,Ford Mustang GT +18,5.0L,Mishimoto 2018+ Ford Mustang GT Thermostatic Oil Cooler Kit - Silver,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMOC-STI-08T,Cooling,Subaru WRX/STi 08-14,2.5T,Mishimoto 08-14 WRX/STi Thermostatic Oil Cooler Kit - Silver,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMOP-SPTM22,Engine,Universal,All,Mishimoto M22 Thermostatic Oil Sandwich Plate,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMOP-SPTR,Engine,M20x1.5,All,Mishimoto Oil Sandwich Plate w/ Rear-Mounted Thermostat,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMOP-TPS,Engine,Universal,All,Mishimoto Oil Sandwich Plate Adapter with 3 x 1/8in NPT Ports,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMRAD-BRZ-13,Cooling,Subaru BRZ +12,2.0L,Mishimoto 12-14 Subaru BRZ / 12-14 Scion FR-S / 12-14 Toyota GT86 Performance Aluminum Radiator,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMRAD-E90-07,Cooling,BMW 135/335i 06-13 (Manual),3.0TT,Mishimoto 2006-2013 BMW 335i/135i (Manual) Performance Aluminum Radiator,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMRAD-EVO-10,Cooling,Mitsubishi Evolution X +08,2.0T,Mishimoto 08+ Mitsubishi Lancer Evo X / 8+ Lancer Ralliart Manual Aluminum Radiator,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMRT-RS-16E,Cooling,Ford Focus ST/2016+ Focus RS Aluminum Expansion Tank - Black,2.0L,Mishimoto 2013+ Ford Focus ST/2016+ Focus RS Aluminum Expansion Tank - Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMSBH-10-5,Engine,Universal,All,Mishimoto 5 Ft Stainless Steel Braided Hose w/ -10AN Fittings,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMTMIC-STI-08BKBK,Turbo/SC,Subaru WRX STi +08,2.5T,Mishimoto Subaru 08-15 WRX STi Top-Mount Intercooler Kit - Powder Coated Black & Black Hoses,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMTMIC-WRX-15BSL,Turbo/SC,Subaru WRX DIT +15,2.0T,Mishimoto 2015 Subaru WRX Top-Mount Intercooler Kit - Polished Cooler & Black Pipes,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMTS-WRX-15,Cooling,Subaru Forester/WRX 2.0T,2.0T,Mishimoto 14-15 Subaru WRX / Forester 68 Degree Celcius Racing Thermostat,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,400222,Engine,Ford Mustang V8 5.0L +11,5.0L,2011-2018 5.0 Piston Oil Squirter Block off delete plates,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,400444,Engine,Ford Mustang V8 5.0L +11,5.0L,Coyote MMR Upgraded Valve Spring & Retainer kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,422105,Engine,Ford Mustang V8 5.0L +11,5.0L,5.0 Coyote Upgraded Performance Valve Locks / Keeper,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,455550,Engine,Ford Mustang V8 5.0L +11,5.0L,MMR 2011-2017 5.0 Coyote High Flow Oil Pump Pick up tube,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,455690,Engine,Ford Mustang V8 5.0L +11,5.0L,MMR Camshaft Cap / Cam Tower Bolt Kit for Ford 5.0 / 5.2  Coyote,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,460600,Engine,Ford Mustang V8 5.0L +11,5.0L,Mustang / F150 5.0 MMR Hurricane Billet Geared Oil Pump,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,466902,Engine,Ford Mustang V8 5.0L +11,5.0L,MMR 2011-2020 Ford 5.0 Coyote 4v Extreme Duty Valve Seals,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,467595,Engine,Ford Mustang V8 5.0L +11,5.0L,5.0 Coyote ARP Phaser Outer bolts,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,467597,Engine,Ford Mustang V8 5.0L +11,5.0L,5.0 Coyote ARP MMR Intake Phaser Delete Outer bolts,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,467600,Engine,Ford Mustang V8 5.0 11-18,5.0L,MMR 2011-2018 5.0 Coyote Cylinder Block Sleeve Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,467890,Engine,Ford Mustang V8 5.0L +11,5.0L,MMR 5.0 Coyote GenX Dual Roller Secondary Chain & Sprocket kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,469000,Engine,Ford Mustang V8 5.0L +11,5.0L,"MMR "" Pro Kit "" 5.0 / 5.2 Ford Coyote Billet Timing System",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MMR,603700,Engine,Ford Mustang V8 5.0L +11,5.0L,MMR Stroker Rotating Assembly Kits for Ford Coyote 5.1-5.5 Liter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,MST Performance,VW-MK401,Air Filter,Audi A1 1.4TFSI Twin Charge,1.4TT,2010-15 AUDI A1 1.4 tfsi 185 hp Short Ram Intake System VW Polo 6R,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Neuspeed,65.10.97,Air Filter,Audi/Volkswagen A3/TT(8J) 2.0T FSI 06-08 GTI/Jetta/Passat 06-08,2.0 FSI,P-Flo Air Intake Kit - Oiled Filter - Black Pipe,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NGK,3521-4,Ignition,Yamaha FZ8 12,800cc,NGK IX Iridium Spark Plug Box of 4 (CR9EIX),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NGK,4218-4,Ignition,Suzuki DL650 16,650cc,NGK Iridium IX Spark Plug Box of 4 (CR8EIX),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NGK,6289-4,Ignition,Kawasaki EX650R 07,650cc,NGK Laser Iridium Spark Plug Box of 4 (CR9EIA-9),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NGK,6546-4,Ignition,BMW F750GS,750cc,NGK Single Iridium Spark Plug Box of 4 (DCPR8EIX),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NGK,6681-4,Ignition,BMW F650GS,650cc,NGK IX Iridium Spark Plug Box of 4 (DRR8EIX),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NGK,6988-4,Ignition,Honda Unviersal,All,NGK Iridium Spark Plugs Box of 4 (BKR7EIX-11),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NGK,7401-4,Ignition,Universal,All,NGK Racing Spark Plug Box of 4 (UR4IX),$140.00 ,$150.00 ,22-Aug-21,5-Sep-24,D,$0.00 ,E
,Nitro Gear & Axle,GPTACO2016-4.56,Drivetrain,Toyota Tacoma V6 3.5 2016+,3.5L,Nitro Gear & Axle 8-Inch Front Axle/8-Inch Rear Axle Ring and Pinion Gear Kit; 4.56 Gear Ratio,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Nitro Gear & Axle,GPTACO2016-4.88,Drivetrain,Toyota Tacoma V6 3.5 2016+,3.5L,Nitro Gear & Axle 8-Inch Front Axle/8-Inch Rear Axle Ring and Pinion Gear Kit; 4.88 Gear Ratio,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Nitrous Express,12192,Nitrous,Universal,All,Nitrous Express 6AN 16ft Stainless Steel Braided Hose - Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Nitrous Express,16006,Nitrous,Universal,All,Nitrous Express Maximizer EZ Progressive Nitrous Controller,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Nitrous Express,16008,Nitrous,Universal,All,Nitrous Express Maximizer 5 Progressive Nitrous Controller,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Nitrous Express,17009,Nitrous,Universal,All,Nitrous Express .009 R/T Single Jet,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Nitrous Express,NX400,Nitrous,Universal,All,Nitrous Express 4 Cyl Piranha Conversion (4 Piranha Nozzles and Jets),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Nitrous Outlet,22-80001,Nitrous,Universal,All,X-Series Universal EFI Single Nozzle System,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Nitrous Outlet,22-80001-NO10,Nitrous,Universal,All,X-Series Universal EFI Single Nozzle System with Bottle Upgrade,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NM Engineering,NM.328847,Suspension,Mini Cooper S JCW F56 2.0,2.0T,Rear Adjustable Sway Bar Link Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NOS,05131NOS,Nitrous,Universal,All,NOS/Nitrous Oxide System WET KIT - V8 UNIVERSAL W/BOTLE,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,FRP-600WT,Interior,Universal,All,NRG FRP Bucket Seat - White Finish with Arrow Embroidery And Blue Side Mount Bracket,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,RSC-220L/R,Interior,Universal,All,NRG Sport Seats (Pair) Type-R Suede w/NRG Logo - Black w/Red Stitching,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,RSC-400BK,Interior,Universal,All,NRG FRP Bucket Seat - Reclinable (Black Cloth w/Red Stiting),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,SBK-NZ01,Interior,Nissan 240SX 88-98,2.4L,NRG Seat Brackets - 88-98 Nissan 240SX - Pair,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,SBR-001,Interior,Universal,All,NRG Seat Sliders - Single,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,SRK-130H-RG,Interior,Honda 96-00,All,NRG Short Hub Adapter EK9 Civic / S2000 / Prelude - Rose Gold,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,SRK-145H,Interior,Universal,All,NRG Short Hub Nissan S14/15 / R33,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,SRK-700CF-1,Interior,Universal,All,NRG Quick Release Kit Gen 4.0 - Black Body / Carbon Fiber Ring w/ Carbon Fiber Handles,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,SRK-E46H,Interior,BMW/Mini,All,NRG Short Hub Adapter BMW E46,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,SRK-F56H,Interior,Universal,All,NRG Short Hub Mini Cooper 13+ F56,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,NRG,SRK-R200BK-MB,Interior,Universal,All,NRG Quick Release SFI SPEC 42.1 - Matte Black Body / Matte Black Ring,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Omni Power,MAP-GTR-4BR,Electronics,Nissan GT-R/370Z,3.7L/3.8L,Omni Power 4 Bar MAP Sensor - Nissan GT-R 2009-2015,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Omni Power,MAP-STI15-3BR,Electronics,Subaru WRX/STi 02-14,2.5T,Omni Power 3 Bar MAP Sensor - Subaru WRX 2006-2007 / STI 2004+,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-BDY-100BK,Exterior,Subaru Impreza STi 2.5T 02-07,2.5T,Perrin STi Black Plastic Wing Support,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-DRV-055,Engine,Subaru WRX +02/WRX STi +04/BRZ +13,2.0L/2.5T,Perrin 02-19 Subaru WRX / 04-19 Subaru STI / 13-19 Subaru BRZ Motor Mount Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-DRV-101BK,Engine,Subaru WRX +02/WRX STi +04,2.5T,Perrin 02-11 Subaru Impreza / 02-12 WRX / 04-12 STi Pitch Stop Mount - Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-DRV-150,Engine,Subaru WRX +02/WRX STi +04,2.5T,Perrin 93-11 Subaru Impreza/02-13 WRX/04-13 STi/05-09 Legacy GT Transmission Mount,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-ENG-150RD,Exterior,Subaru WRX STi 08-14,2.5T,Perrin Subaru Red Pulley Cover,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-ENG-161RD,Exterior,Subaru WRX STi 08-14,2.5T,Perrin 07-14 STi Boost Control Solenoid Cover - Red,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-ENG-165NY,Exterior,Subaru WRX DIT +15,FA20 2.0T,Perrin 15-16 Subaru WRX Engine Cover Kit - Neon Yellow,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-ENG-510RD,Exterior,Subaru WRX STi 08-14,2.5T,Perrin 08-11 Subaru STi / WRX Red Radiator Shroud,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-ENG-549RD,Exterior,Subaru Impreza WRX STi 08-14,2.5T,Perrin 11-14 Subaru WRX/STI Fender Shroud Set - Red,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-ENG-700RD,Exterior,Subaru WRX STi 08-14,2.5T,Perrin Red Battery Tie Down For Subaru WRX / STI / BRZ / FR-S,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-EXT-055,Exhaust,Subaru WRX/STI 08-14,2.5T,Perrin 02+ WRX / 04+ STi Equal Length Header 1.5 inch Primaries,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-FUL-203BK,Fuel,Subaru WRX STi +08,2.5T,Perrin 08-15 Subaru STi Black Fuel Rail Top Feed Style Kit *OFF ROAD ONLY*,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-INT-335BK,Air Filter,Subaru BRZ FA24 2.4L +22,2.4L,Perrin 22-23 Subaru BRZ/GR86 Cold Air Intake - Black,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-INT-401BK,Turbo/SC,Subaru WRX STi +04,2.5T,Perrin 02-07 Subaru WRX / 04-11 STi Black Turbo Inlet Hose,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-INT-410BK,Turbo/SC,Subaru WRX STi +04,2.5T,Perrin 02-07 WRX / 04-08+ STi Black 3 inch Inlet Turbo Inlet,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-INT-424BK,Turbo/SC,Subaru WRX DIT +15,2.0T,Perrin 2015+ Subaru WRX Black 3in Turbo Inlet Hose w/ Nozzle,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-SUS-056RD,Suspension,Subaru WRX STi 08-14,2.5T,Perrin 08-16 WRX/STi Front Red Strut Brace,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-TAC-600BK,Turbo/SC,Subaru WRX 02-07/STi 04-20,2.5T,Perrin Subaru 02-07 WRX / 04-15 STI Black Blow Off Valve kit Recirculation Only,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-TAC-600RD,Turbo/SC,Subaru WRX 02-07/STi 04-20,2.5T,Perrin Subaru 02-07 WRX / 04-15 STI Red Blow Off Valve kit Recirculation Only,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-TAC-615RD,Turbo/SC,Subaru WRX DIT +15,2.0T,Perrin 2015+ Subaru WRX Blow Off Valve Kit Recirculation Only,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Powerflex,PFF5-1301X2,Suspension,Mini Cooper S F56 +14,2.0T,Performance Polyurethane Front Control Arm - Front Bushings,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Powerflex,PFF85-501BX2,Suspension,Audi/Seat/Volkswagen Cupra/S3/Golf,2.0T,Powerflex Race Polyurethane Control Arm Bushings - Front Position,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Precision Turbo & Engine,20504206199,Turbo/SC,Universal,All,Precision Turbo & Engine GEN2 PT5558 BB SP CC T4 INLET/V-BAND DISCHARGE .58 A/R,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Precision Turbo & Engine,047-3039,Turbo/SC,Universal,All,Precision Turbo Steel 1/8 inch to -4AN Oil Feed Inlet Fitting,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Precision Turbo & Engine,074-1030,Turbo/SC,Universal,All,"Precision Turbo 2"" Turbine Inlet V-Band Vband Flange",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Precision Turbo & Engine,074-2108,Turbo/SC,Universal,All,Precision Turbo Hi-Flow Oil Drain Flange T3/T4 -10 AN Male,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Precision Turbo & Engine,074-3050,Turbo/SC,Universal,All,Precision Turbo V-Band Vband Housing Outlet Turbine Flange,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Precision Turbo & Engine,075-5012,Turbo/SC,Universal,All,Precision Turbo Oil Drain Gasket for Small Frame Turbo,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,PRL Motorsport,PRL-HC10-DP,Turbo/SC,Honda Civic 1.5T 16+,1.5T,2016+ Honda Civic 1.5T Race Downpipe Upgrade (V2),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,PRL Motorsport,PRL-HC10-IC,Turbo/SC,Honda Civic 1.5T 16+,1.5T,2016-2021 Honda Civic 1.5T Intercooler Upgrade Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,PRL Motorsport,PRL-HC10-INT-CAI-C,Air Filter,Honda Civic 1.5T 16+,1.5T,2016+ Honda Civic Non-Si 1.5T Cobra Cold Air Intake System,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,PRL Motorsport,PRL-HC10-INT-SRI-C,Air Filter,Honda Civic 1.5T 16+,1.5T,2016+ Honda Civic Non-Si 1.5T Short Ram Air Intake System,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,PRL Motorsport,PRL-HCR-DPC,Turbo/SC,Honda Civic Type R L4 2.0T +17,2.0T,2017+ Honda Civic Type-R FK8 Street Downpipe Upgrade,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,PRL Motorsport,PRL-HCR-INT-HVI,Air Filter,Honda Civic Type R L4 2.0T +17,2.0T,2017+ Civic Type-R FK8 High Volume Intake System,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,PRL Motorsport,PRL-SEJ-APD-A,Engine,Subaru WRX/STi 08-14,2.5T,EJ25 Air Pump Delete Plates Subaru WRX / STI / LGT,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,PRL Motorsport,PRL-SFA-TGV-COMBO,Engine,Subaru WRX DIT +15,2.0T,2015+ WRX / Forester XT FA20DIT FA20 TGV / EGR Delete Combo,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Process West,PWIM002B,Engine,Subaru WRX/STi 02-14,2.5T,Process West Intake Manifold Street Version Black - Subaru STI 2004+,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,ProCharger,ATIPC8RIB,Turbo/SC,"P1SC, P1SC-1, P1SC-2, D1, D1SC, F-1D, F1, F1-A, F1-C, F1-R",All,ProCharger- 8 Rib 3.40'' Supercharger Pulleys,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,Racing Dynamics,1211856100,Exterior,Mini Cooper F56 14-20,2.0T,Racing Dynamics Carbon Fiber Hood Scoop Mini Cooper S | Clubman 2014+,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
